Image Name,label,Categories,Description
SOT23DUMMY01_04-APG_ITIS_H52_1_111_4.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from (X1: 74.47, Y1: 191.76) to (X2: 184.32, Y2: 379.69)."
SOT23DUMMY01_09-APG_ITIS_H52_1_12_3.bmp,558,"semiconductor,defect","In the semiconductor device image, a large defect is located in the center of the image, spanning from (X1: 52.13, Y1: 172.58) to (X2: 450.56, Y2: 391.19)."
WEA938001D1A_17-APG_ITIS_H49_1_40_2.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from (X1: 18.62, Y1: 251.21) to (X2: 96.81, Y2: 343.25)."
WEA938001D1A_48-APG_ITIS_H51_2_203_1.bmp,558,"semiconductor,defect","In the semiconductor device image, a large defect is located in the center of the image, spanning from (X1: 46.55, Y1: 164.91) to (X2: 426.36, Y2: 335.58)."
WEE939001B0A_14-APG_ITIS_H20_1_374_4.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center of the image, spanning from (X1: 197.35, Y1: 172.58) to (X2: 450.56, Y2: 256.96)."
WEL91128011A_01-APG_ITIS_H09_2_51_2.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center of the image, spanning from (X1: 31.65, Y1: 178.34) to (X2: 437.53, Y2: 241.62)."
WEL91511312A_02-APG_ITIS_H166_2_374_4.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from (X1: 78.20, Y1: 184.09) to (X2: 234.59, Y2: 345.17)."
WEL91605613A_05-APG_ITIS_H09_2_217_2.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from (X1: 31.65, Y1: 143.82) to (X2: 121.02, Y2: 312.57)."
WEL91739311A_01-APG_ITIS_H09_1_106_1.bmp,558,"semiconductor,defect","In the semiconductor device image, a large defect is located in the center of the image, spanning from (X1: 182.46, Y1: 151.49) to (X2: 376.09, Y2: 333.66)."
WEL91739311A_01-APG_ITIS_H09_1_181_3.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 359.33, Y1: 195.60) to (X2: 433.80, Y2: 331.75)."
WEL92010995A_23-APG_ITIS_H09_2_196_2.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from (X1: 48.41, Y1: 299.15) to (X2: 206.66, Y2: 375.85)."
WEL920109M5A_04-APG_ITIS_H166_1_356_2.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from (X1: 52.13, Y1: 145.74) to (X2: 85.64, Y2: 335.58)."
WEL920109M5A_19-APG_ITIS_H13_2_110_3.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from (X1: 83.78, Y1: 258.88) to (X2: 212.25, Y2: 381.60)."
WEL92441295A_25-APG_ITIS_H49_1_45_1.bmp,558,"semiconductor,defect","In the semiconductor device image, a large defect is located in the center-right part of the image, spanning from (X1: 271.83, Y1: 161.08) to (X2: 437.53, Y2: 358.59)."
WEL92500755A_29_2_322_4.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from (X1: 22.34, Y1: 164.91) to (X2: 117.29, Y2: 245.45)."
WEL92500755A_36-APG_ITIS_H09_2_358_1.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the top-left part of the image, spanning from (X1: 52.13, Y1: 111.22) to (X2: 96.81, Y2: 191.76)."
WEL92500755A_36_2_358_1.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the top-left part of the image, spanning from (X1: 48.41, Y1: 122.73) to (X2: 111.71, Y2: 180.25)."
WEL925175D6A_04_1_334_3.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 290.44, Y1: 239.70) to (X2: 430.08, Y2: 347.09)."
WEL92522455A_05-APG_ITIS_H13_1_202_3.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center of the image, spanning from (X1: 124.74, Y1: 136.15) to (X2: 426.36, Y2: 205.18)."
WEL925224H1A_01-APG_ITIS_H09_2_15_2.bmp,558,"semiconductor,defect","In the semiconductor device image, a large defect is located in the center of the image, spanning from (X1: 42.82, Y1: 155.33) to (X2: 446.84, Y2: 318.32)."
WEL92529411A_01-APG_ITIS_H09_1_196_3.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 398.43, Y1: 195.60) to (X2: 430.08, Y2: 385.44)."
WEL92529411A_01-APG_ITIS_H09_1_71_1.bmp,558,"semiconductor,defect","In the semiconductor device image, a large defect is located in the center-right part of the image, spanning from (X1: 269.96, Y1: 195.60) to (X2: 439.39, Y2: 379.69)."
WEL92532356A_03-APG_ITIS_H13_1_34_2.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 390.98, Y1: 199.43) to (X2: 441.25, Y2: 299.15)."
WEL925380E5A_05-APG_ITIS_H13_1_35_4.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 281.13, Y1: 272.30) to (X2: 437.53, Y2: 341.33)."
WEL925380E5A_06-APG_ITIS_H09_1_279_1.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from (X1: 74.47, Y1: 178.34) to (X2: 175.01, Y2: 232.03)."
WEL925380E5A_34-APG_ITIS_H13_2_58_2.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 353.75, Y1: 289.56) to (X2: 452.42, Y2: 360.51)."
WEL925380E5A_34-APG_ITIS_H13_2_58_2 - Copy.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 344.44, Y1: 289.56) to (X2: 444.97, Y2: 364.34)."
WEL92540714A_08-APG_ITIS_H09_2_136_3.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-left part of the image, spanning from (X1: 31.65, Y1: 289.56) to (X2: 80.06, Y2: 373.93)."
WEL92604645A_09-APG_ITIS_H13_1_266_3.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 357.47, Y1: 182.17) to (X2: 431.94, Y2: 358.59)."
WEL92619955A_15-APG_ITIS_H166_1_191_4.bmp,558,"semiconductor,defect","In the semiconductor device image, a large defect is located in the center of the image, spanning from (X1: 61.44, Y1: 126.56) to (X2: 444.97, Y2: 379.69)."
WEL92633415A_05_1_213_3.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 314.65, Y1: 274.22) to (X2: 441.25, Y2: 310.65)."
WEL92633415A_09_2_380_1.bmp,558,"semiconductor,defect","In the semiconductor device image, a moderate defect is located in the center-right part of the image, spanning from (X1: 279.27, Y1: 299.15) to (X2: 444.97, Y2: 339.42)."
